update,total_steps,optimized_steps,training_round,stage_training_round,rollout_size,reward_mean,return_mean,advantage_mean,policy_loss,value_loss,entropy,approximate_kl,clip_fraction,explained_variance,entropy_coefficient,coins,crates,self_kills,action_up,action_right,action_down,action_left,action_wait,action_bomb
1,264701,264701,1002,2,1024,0.12364257812500065,1.148768663406372,-0.09740442037582397,-0.0026272460527252406,6.332593202590942,0.37777339294552803,0.00626153357916337,0.021240234375,-0.5586448546454421,0.05,17,38,0,0.2109375,0.2421875,0.2255859375,0.2529296875,0.05078125,0.017578125
2,265725,265725,1005,5,1024,0.07535156250000011,0.7464014887809753,-0.5251257419586182,-0.0038900861982256174,0.9864587560296059,0.5527248084545135,0.005109755838930141,0.06396484375,0.07749352398006959,0.05,13,40,0,0.0234375,0.4326171875,0.041015625,0.435546875,0.0478515625,0.01953125
3,266749,266749,1007,7,1024,0.061972656250000084,0.46556904911994934,-0.19364623725414276,-0.004441064200364053,0.606597812846303,0.5216693673282862,-3.6911551433149725e-06,0.036376953125,0.45633361744058,0.05,13,40,0,0.03515625,0.400390625,0.0634765625,0.4033203125,0.0751953125,0.0224609375
4,267773,267773,1010,10,1024,0.07237304687500011,0.5356696844100952,0.11972995102405548,-0.0027520502917468548,0.3733439762145281,0.530891090631485,0.0037887020171183394,0.025634765625,0.686339296750507,0.05,14,39,0,0.03125,0.4208984375,0.0380859375,0.431640625,0.060546875,0.017578125
5,268797,268797,1012,12,1024,0.11436523437500004,1.223158836364746,0.19466228783130646,4.8591988161206245e-05,1.429678164422512,0.5198071077466011,0.009726624537506723,0.054931640625,0.4356764527360458,0.05,25,53,0,0.087890625,0.3427734375,0.11328125,0.345703125,0.080078125,0.0302734375
6,269821,269821,1015,15,1024,0.09874023437500012,0.9201480150222778,0.058919668197631836,-0.00442803994519636,0.5627707559615374,0.602383628487587,0.006351926678689779,0.0390625,0.751960441479421,0.05,28,68,0,0.068359375,0.3701171875,0.0703125,0.380859375,0.0810546875,0.029296875
7,270845,270845,1017,17,1024,0.12808593750000014,1.3417816162109375,0.23506829142570496,-0.0038824816583655775,0.8010924197733402,0.5686635337769985,0.00338111675955588,0.015625,0.7544709844176728,0.05,43,89,0,0.09375,0.330078125,0.1044921875,0.3486328125,0.0908203125,0.0322265625
8,271869,271869,1020,20,1024,0.13794921875000016,1.5288703441619873,0.08906765282154083,-0.004875074315350503,0.6722269989550114,0.5486532859504223,0.0018550077111285646,0.0380859375,0.7123561644665299,0.05,43,102,0,0.1015625,0.310546875,0.123046875,0.328125,0.09765625,0.0390625
9,272893,272893,1022,22,1024,0.15171875000000032,2.434135913848877,-0.22248151898384094,-0.0008788519771769643,2.3620197027921677,0.3868886809796095,0.001742894160997821,0.01904296875,0.3982570926992375,0.05,22,52,0,0.26171875,0.1953125,0.2490234375,0.1865234375,0.07421875,0.033203125
10,273702,273702,1025,25,809,0.19265760197775053,2.2560462951660156,0.22631888091564178,0.010593185783363879,1.0798318795859814,0.601665897294879,0.0005673199320881395,0.003721655812114477,0.7149981582509535,0.05,35,89,0,0.09517923362175525,0.30284301606922126,0.1100123609394314,0.33250927070457353,0.09888751545117429,0.06056860321384425
