update,total_steps,optimized_steps,training_round,stage_training_round,rollout_size,reward_mean,return_mean,advantage_mean,policy_loss,value_loss,entropy,approximate_kl,clip_fraction,explained_variance,entropy_coefficient,coins,crates,self_kills,action_up,action_right,action_down,action_left,action_wait,action_bomb
1,264701,264701,1002,2,1024,0.031015624999999977,0.21627356112003326,-1.0298995971679688,-0.004570914155920036,1.6622681245207787,0.37078086100518703,0.008713364719369565,0.05224609375,-1.6551860928139286,0.02,17,38,0,0.2109375,0.2421875,0.2255859375,0.2529296875,0.05078125,0.017578125
2,265725,265725,1005,5,1024,0.02266601562500002,0.09198211133480072,-0.7223945260047913,-0.005748481838963926,0.42998650670051575,0.5363117530941963,0.004275013812730322,0.0517578125,0.20577983683623602,0.02,14,42,0,0.0263671875,0.4267578125,0.046875,0.43359375,0.0478515625,0.0185546875
3,266749,266749,1007,7,1024,0.034091796875000045,-0.12242094427347183,-0.07064767181873322,-0.003924902179278433,0.3353649005293846,0.4995502922683954,0.0057349199705640785,0.05224609375,0.4900792798569641,0.02,22,60,0,0.046875,0.3916015625,0.07421875,0.4052734375,0.0615234375,0.0205078125
4,267773,267773,1010,10,1024,0.01500000000000002,-0.22252562642097473,-0.04187510162591934,-0.007017049822025001,0.17133821547031403,0.44506865181028843,0.005561216570640681,0.06201171875,0.629069392260887,0.02,8,23,0,0.0654296875,0.3984375,0.0732421875,0.4052734375,0.0458984375,0.01171875
5,268797,268797,1012,12,1024,0.03624023437500004,-0.04009891673922539,0.03368702158331871,-0.002870222204364836,0.32790234684944153,0.4887067377567291,0.0016808618784125429,0.031494140625,0.6460493288063164,0.02,25,41,0,0.0439453125,0.3857421875,0.068359375,0.3837890625,0.0849609375,0.033203125
6,269821,269821,1015,15,1024,0.029697265624999997,0.28542399406433105,-0.09298940747976303,-0.003063731302972883,0.20761021506041288,0.2926946822553873,0.00392408756124496,0.032958984375,0.7565896227508829,0.02,8,28,0,0.1953125,0.2685546875,0.2001953125,0.2783203125,0.0439453125,0.013671875
7,270845,270845,1017,17,1024,0.03931640625000005,-0.04469745606184006,0.012158183380961418,-0.0046197350602597,0.27762173023074865,0.408183541148901,0.007381799066934036,0.051513671875,0.6514103062299594,0.02,24,54,0,0.0439453125,0.39453125,0.0439453125,0.416015625,0.0712890625,0.0302734375
8,271869,271869,1020,20,1024,0.040341796875000044,0.128246009349823,0.08994627743959427,-0.002291887009050697,0.25850407499819994,0.36517453379929066,0.002678508190001594,0.031494140625,0.7519508599713746,0.02,20,64,0,0.0771484375,0.3466796875,0.0947265625,0.3740234375,0.0810546875,0.0263671875
9,272893,272893,1022,22,1024,0.02852539062500002,0.04312296211719513,-0.13879644870758057,-0.00328875076957047,0.1396899032406509,0.3776791878044605,0.0008221840998885455,0.037109375,0.8525634180313231,0.02,12,28,0,0.103515625,0.3515625,0.099609375,0.3525390625,0.0654296875,0.02734375
10,273702,273702,1025,25,809,0.051681087762670004,0.2795012593269348,-0.050090428441762924,0.01454119838308543,0.2931051403284073,0.2713396931067109,-0.00019181300558557268,0.011474609375,0.6569483268489757,0.02,20,56,0,0.14585908529048208,0.28553770086526575,0.15698393077873918,0.3189122373300371,0.06427688504326329,0.02843016069221261
11,274726,274726,1027,27,1024,0.05254882812500003,0.11921987682580948,0.029293552041053772,-0.0040792220970615745,0.22327901236712933,0.3409984391182661,0.005719261293961608,0.040771484375,0.7463427082107511,0.02,31,76,0,0.080078125,0.3642578125,0.0859375,0.376953125,0.064453125,0.0283203125
12,275750,275750,1030,30,1024,0.039023437500000036,0.039497651159763336,0.05312696844339371,-0.004350463626906276,0.16974961152300239,0.38033037818968296,0.005195867479415028,0.04736328125,0.7650998227133988,0.02,23,60,0,0.0400390625,0.3984375,0.0458984375,0.42578125,0.0673828125,0.0224609375
13,276774,276774,1032,32,1024,0.06607421875000005,0.39043647050857544,0.08966996520757675,-0.0035958457738161087,0.2832961594685912,0.30914320051670074,0.00041875940587488003,0.012939453125,0.7599654376052432,0.02,40,80,0,0.0966796875,0.3388671875,0.1044921875,0.3486328125,0.0791015625,0.0322265625
14,277798,277798,1035,35,1024,0.042441406250000036,0.1305088996887207,-0.04395461827516556,-0.003236436052247882,0.16805883217602968,0.32429530657827854,0.0026774735142680584,0.01513671875,0.8007720108155592,0.02,26,56,0,0.0380859375,0.3916015625,0.0615234375,0.404296875,0.0751953125,0.029296875
15,278822,278822,1037,37,1024,0.05528320312500004,0.2924736738204956,0.031210388988256454,-0.002956016920506954,0.23042467329651117,0.284751083701849,0.001085454350686632,0.009765625,0.7860533042031029,0.02,35,68,0,0.0673828125,0.3623046875,0.0869140625,0.37890625,0.072265625,0.0322265625
16,279846,279846,1040,40,1024,0.056210937499999974,0.5761603116989136,-0.02814141847193241,-0.0034492429113015532,0.13347228849306703,0.22039915155619383,0.00036970785731682554,0.010498046875,0.872127089680779,0.02,18,51,0,0.1806640625,0.2802734375,0.17578125,0.3076171875,0.0380859375,0.017578125
17,280870,280870,1042,42,1024,0.022958984375000033,-0.019745267927646637,-0.10803207010030746,-0.006213919259607792,0.11118716886267066,0.2332398146390915,0.002483782165654702,0.025146484375,0.8314407837572818,0.02,13,35,0,0.03515625,0.4169921875,0.0322265625,0.4169921875,0.0712890625,0.02734375
18,281894,281894,1045,45,1024,0.044589843750000024,0.1428094357252121,0.06692139059305191,-0.0032688782084733248,0.1629841006360948,0.21258273348212242,0.006336886352073634,0.02587890625,0.7999660429720036,0.02,29,58,0,0.046875,0.412109375,0.041015625,0.4365234375,0.0419921875,0.021484375
19,282918,282918,1047,47,1024,0.01861328125000001,-0.05073817819356918,-0.05233778804540634,-0.00486112799262628,0.11080215033143759,0.17802269291132689,0.0013107718850733363,0.011474609375,0.7895174096714266,0.02,13,27,0,0.029296875,0.44140625,0.01953125,0.4375,0.05078125,0.021484375
20,283727,283727,1050,50,809,0.05891223733003708,0.43692153692245483,0.07262865453958511,-0.006331035576295108,0.26802274864166975,0.16866489127278328,-0.00011074678513978142,0.004454077687114477,0.6450137391195017,0.02,26,52,0,0.20519159456118666,0.242274412855377,0.20024721878862795,0.276885043263288,0.049443757725587144,0.02595797280593325
21,284751,284751,1052,52,1024,0.05660156249999999,0.5815070271492004,0.05319018289446831,-0.0032624525483697653,0.19913894217461348,0.10987214045599103,8.816448098514229e-05,0.005859375,0.7797733430756719,0.02,27,69,0,0.2666015625,0.1826171875,0.2744140625,0.2109375,0.044921875,0.0205078125
22,285775,285775,1055,55,1024,0.0425390625,0.4107746481895447,-0.0943627879023552,-0.0009981468319892883,0.11862123105674982,0.13169865123927593,0.001180281862616539,0.010498046875,0.826338965985677,0.02,18,46,0,0.119140625,0.3515625,0.1142578125,0.3564453125,0.0419921875,0.0166015625
23,286799,286799,1057,57,1024,0.06016601562500004,0.4160896837711334,-0.06627247482538223,-0.0024383600102737546,0.13020227337256074,0.16844880394637585,0.0005199531560720061,0.00927734375,0.870142888723118,0.02,33,79,0,0.064453125,0.392578125,0.060546875,0.4091796875,0.046875,0.0263671875
24,287823,287823,1060,60,1024,0.05323242187500002,0.5657773017883301,-0.009673954918980598,-0.001448002876713872,0.12221308192238212,0.1568682100623846,0.0035758241042458394,0.00634765625,0.8665519447558693,0.02,21,61,0,0.13671875,0.318359375,0.1484375,0.3310546875,0.044921875,0.0205078125
25,288847,288847,1062,62,1024,0.06050781250000004,0.4257183074951172,0.0038307402282953262,-0.0028418638394214213,0.2553273066878319,0.17473305575549603,0.0025352243064844515,0.0166015625,0.7817800333141279,0.02,38,83,0,0.048828125,0.41015625,0.041015625,0.421875,0.05078125,0.02734375
26,289871,289871,1065,65,1024,0.04629882812500004,0.25488945841789246,-0.2395516037940979,-0.0011823741951957345,0.2136807767674327,0.16104565560817719,0.0003962794176004536,0.00341796875,0.7864765043174143,0.02,25,72,0,0.0341796875,0.388671875,0.044921875,0.416015625,0.080078125,0.0361328125
27,290895,290895,1067,67,1024,0.05772460937500004,0.2917722761631012,-0.02916092425584793,-0.002297277736943215,0.18834408279508352,0.1353587950579822,-0.0002422055749775609,0.01220703125,0.8005362618806176,0.02,33,93,0,0.04296875,0.3994140625,0.037109375,0.42578125,0.0634765625,0.03125
28,291919,291919,1070,70,1024,0.04361328125000004,0.206030935049057,-0.03898110240697861,-0.0035636716056615114,0.17337432410568,0.14769014064222574,-0.0008680883911438286,0.00830078125,0.7903731103726666,0.02,26,59,0,0.0439453125,0.40625,0.0439453125,0.4150390625,0.0615234375,0.029296875
29,292943,292943,1072,72,1024,0.03663085937500003,0.1301306039094925,-0.14486145973205566,-0.0025276971864514053,0.2901109317317605,0.1393968421034515,0.0012803160998373642,0.012451171875,0.6583162565438244,0.02,21,48,0,0.052734375,0.375,0.078125,0.37109375,0.0849609375,0.0380859375
30,293752,293752,1075,75,809,0.04203955500618049,0.2397090345621109,0.1067596897482872,-0.0192900761612691,0.17008849745616317,0.11769825592637062,0.0005241777225819533,0.005918921437114477,0.7885498975426765,0.02,20,51,0,0.04326328800988875,0.411619283065513,0.03584672435105068,0.43016069221260816,0.054388133498145856,0.024721878862793572
31,294776,294776,1077,77,1024,0.04678710937500003,0.3215115964412689,0.0763474851846695,-0.0016447407542727888,0.16297925636172295,0.12551132636144757,0.0007618510549036728,0.002685546875,0.8422970941951506,0.02,31,64,0,0.02734375,0.427734375,0.0390625,0.439453125,0.044921875,0.021484375
32,295800,295800,1080,80,1024,0.03814453125000003,0.16701003909111023,-0.06801296770572662,-0.0021207439713180065,0.13750892132520676,0.12386353174224496,0.0021433474867080804,0.010009765625,0.7816727378238632,0.02,22,70,0,0.0283203125,0.4169921875,0.0419921875,0.443359375,0.046875,0.0224609375
33,296824,296824,1082,82,1024,0.04742187500000003,0.33399784564971924,-0.04363296180963516,-0.002916752127930522,0.14996061753481627,0.13669403409585357,0.0004677422666645725,0.0078125,0.8310690450169741,0.02,25,83,0,0.078125,0.3671875,0.080078125,0.3837890625,0.0625,0.0283203125
34,297848,297848,1085,85,1024,0.058945312500000034,0.36793065071105957,-0.03746738284826279,-0.0024450889322906733,0.26789992675185204,0.1473156288266182,0.00145820286070375,0.0048828125,0.7842047104297089,0.02,33,79,0,0.0478515625,0.380859375,0.0732421875,0.3974609375,0.06640625,0.0341796875
35,298872,298872,1087,87,1024,0.10103515625000004,0.80836021900177,0.18042731285095215,-0.0011461712419986725,0.2879782887175679,0.18118556775152683,0.00047225853631971404,0.002685546875,0.8391227586172145,0.02,56,143,0,0.083984375,0.34765625,0.091796875,0.3466796875,0.0869140625,0.04296875
36,299896,299896,1090,90,1024,0.05894531250000003,0.4769853949546814,0.015514129772782326,-0.0021544811315834522,0.17294204328209162,0.15372257865965366,0.0019392119193071267,0.0068359375,0.8694855388929071,0.02,33,87,0,0.0556640625,0.396484375,0.0556640625,0.3857421875,0.078125,0.0283203125
37,300920,300920,1092,92,1024,0.08082031250000005,0.5439349412918091,-0.1082383319735527,-0.0038320624735206366,0.20668552815914154,0.16062964592128992,0.004804258054718957,0.01416015625,0.8357438235874228,0.02,44,120,0,0.0732421875,0.357421875,0.0771484375,0.3837890625,0.0693359375,0.0390625
38,301944,301944,1095,95,1024,0.07242187500000005,0.49013859033584595,-0.04550231993198395,-0.0028622999379877,0.18713235389441252,0.16381640918552876,0.0004803112806257559,0.02197265625,0.8544020389717464,0.02,39,100,0,0.0556640625,0.373046875,0.0595703125,0.3828125,0.0908203125,0.0380859375
39,302968,302968,1097,97,1024,0.03775390625000002,0.18763671815395355,0.023606369271874428,-0.0016582092503085732,0.0822019949555397,0.1073781680315733,0.0012789201227860758,0.0087890625,0.8789563141843638,0.02,23,56,0,0.05859375,0.4150390625,0.048828125,0.4130859375,0.0439453125,0.0205078125
40,303777,303777,1100,100,809,0.10526576019777506,0.8592997789382935,0.14633284509181976,-0.017473737039836124,0.2284120675176382,0.24308889731764793,0.011401189243770204,0.02568240277469158,0.8352562472224896,0.02,43,103,0,0.20642768850432633,0.23485784919653893,0.22867737948084055,0.2620519159456119,0.034610630407911,0.03337453646477132
41,304801,304801,1102,102,1024,0.08140625000000001,0.6649599671363831,0.048448193818330765,-0.0017689390806481242,0.18313044030219316,0.10507996287196875,0.00028926290360686835,0.004638671875,0.868522860564926,0.02,49,108,0,0.0888671875,0.3681640625,0.0830078125,0.39453125,0.0380859375,0.02734375
42,305825,305825,1105,105,1024,0.06812500000000003,0.5308647751808167,-0.10709091275930405,-0.0014734980650246143,0.20964565966278315,0.09083507535979152,0.0005259555400698446,0.002197265625,0.8233226607071567,0.02,39,103,0,0.064453125,0.384765625,0.072265625,0.390625,0.0546875,0.033203125
43,306849,306849,1107,107,1024,0.07032226562500003,0.42030972242355347,-0.07103503495454788,-0.003984606795711443,0.2418151693418622,0.11503531318157911,0.0016504364048159914,0.008056640625,0.7912963630366664,0.02,42,97,0,0.048828125,0.392578125,0.05078125,0.41015625,0.06640625,0.03125
44,307873,307873,1110,110,1024,0.052695312500000036,0.36980074644088745,-0.005022292956709862,-0.002868634299375117,0.11112086940556765,0.1038803681731224,0.0005062050386186456,0.00537109375,0.8919685468819623,0.02,31,68,0,0.0517578125,0.4150390625,0.0439453125,0.412109375,0.05078125,0.0263671875
45,308897,308897,1112,112,1024,0.044492187500000016,0.24427933990955353,0.03572230041027069,-0.003710145363584161,0.08793996437452734,0.10697925463318825,0.00026187473122263327,0.00634765625,0.9027824245232439,0.02,28,69,0,0.0517578125,0.41015625,0.0517578125,0.4189453125,0.044921875,0.0224609375
46,309921,309921,1115,115,1024,0.13824218750000006,1.0759468078613281,-0.049643076956272125,-0.003050560539122671,0.3679114170372486,0.1737594734877348,0.001854451431427151,0.015625,0.8085362197974584,0.02,74,173,0,0.099609375,0.30078125,0.115234375,0.33203125,0.095703125,0.056640625
47,310945,310945,1117,117,1024,0.07842773437500003,0.5886362791061401,0.0404273122549057,-0.0024838108802214265,0.1774501772597432,0.10641799308359623,0.0008228562073782086,0.005126953125,0.8711635681858718,0.02,46,112,0,0.0732421875,0.37109375,0.0615234375,0.400390625,0.060546875,0.033203125
48,311969,311969,1120,120,1024,0.12901367187500007,0.9682620763778687,-0.08796224743127823,-0.0023833654704503715,0.31185694318264723,0.14982950873672962,0.0005332608052412979,0.00927734375,0.8342148390019148,0.02,72,174,0,0.109375,0.2939453125,0.1123046875,0.330078125,0.1015625,0.052734375
49,312993,312993,1122,122,1024,0.09166015625000004,0.6706063151359558,0.026226110756397247,-0.00211435864912346,0.23694243654608727,0.11297363275662065,0.0004066126166435424,0.0029296875,0.8523492812168165,0.02,54,123,0,0.0751953125,0.3623046875,0.0849609375,0.3759765625,0.06640625,0.03515625
50,313802,313802,1125,125,809,0.11187886279357237,0.9481152296066284,-0.029441041871905327,0.00949644108186476,0.25840215757489204,0.1532685412093997,0.0003144294169032946,0.007687452249228954,0.8609576922731593,0.02,45,111,0,0.11372064276885044,0.31025957972805934,0.1260815822002472,0.3263288009888752,0.07911001236093942,0.04449938195302843
51,314826,314826,1127,127,1024,0.08453125000000004,0.6707134246826172,-0.01407482847571373,-8.32568621262908e-05,0.21071717143058777,0.12440942274406552,0.00038733194378437474,0.00244140625,0.8717230412155954,0.02,48,129,0,0.0771484375,0.349609375,0.0673828125,0.384765625,0.0810546875,0.0400390625
52,315850,315850,1130,130,1024,0.08882812500000005,0.6688039302825928,-0.06547398865222931,-0.002495897118933499,0.23120238445699215,0.1453462354838848,-0.00033774668918340467,0.012451171875,0.86438635112561,0.02,45,129,0,0.0693359375,0.3583984375,0.0771484375,0.37109375,0.0830078125,0.041015625
53,316874,316874,1132,132,1024,0.07793945312500006,0.5582679510116577,-0.029022060334682465,-0.0017123332945629954,0.2476764041930437,0.12191863777115941,0.0013999757684359793,0.0029296875,0.8409377900861006,0.02,43,108,0,0.068359375,0.359375,0.072265625,0.3818359375,0.0771484375,0.041015625
54,317898,317898,1135,135,1024,0.05181640625000003,0.28856539726257324,-0.04324411228299141,-0.0029192433576099575,0.19018462672829628,0.11563540901988745,0.0006585293012904003,0.013916015625,0.8147047181902614,0.02,31,81,0,0.041015625,0.4228515625,0.0419921875,0.4228515625,0.0458984375,0.025390625
55,318922,318922,1137,137,1024,0.10181640625000007,1.1531437635421753,0.091136634349823,-0.00884112116182223,0.1723467968404293,0.2276939582079649,0.01847786785219796,0.0634765625,0.865984585127237,0.02,37,87,0,0.1708984375,0.2998046875,0.1806640625,0.2919921875,0.0302734375,0.0263671875
56,319946,319946,1140,140,1024,0.09600585937500003,0.6761509776115417,-0.01966477558016777,-0.0035041882656514645,0.23776319809257984,0.14169069658964872,0.0023980054193089018,0.01123046875,0.8547084950688468,0.02,52,136,0,0.072265625,0.359375,0.0810546875,0.361328125,0.08203125,0.0439453125
57,320970,320970,1142,142,1024,0.14424804687500006,1.101288080215454,-0.00587867945432663,-0.0028948266990482807,0.3090469744056463,0.16678257565945387,0.0007579568009532522,0.01708984375,0.8471979476614595,0.02,77,185,0,0.1123046875,0.302734375,0.1171875,0.3134765625,0.095703125,0.05859375
58,321994,321994,1145,145,1024,0.0828710937500001,0.9501057863235474,0.07068423926830292,-0.0012212858418934047,0.20098230242729187,0.20924434065818787,0.0006722805355821038,0.01611328125,0.8931037828182337,0.02,31,72,0,0.1767578125,0.2861328125,0.1787109375,0.2783203125,0.0537109375,0.0263671875
59,323018,323018,1147,147,1024,0.059628906250000044,0.47463950514793396,0.06002266705036163,-0.0018380007822997868,0.19603496976196766,0.17597475182265043,0.004664931962906849,0.016357421875,0.8839141802904694,0.02,33,89,0,0.04296875,0.400390625,0.05078125,0.4111328125,0.0693359375,0.025390625
60,323827,323827,1150,150,809,0.0678739184177998,0.49332186579704285,-0.13269467651844025,0.0033631373080424964,0.21979641541838646,0.09373715100809932,0.0005239114507276099,0.000244140625,0.8256096163414075,0.02,29,73,0,0.05315203955500618,0.3856613102595797,0.0580964153275649,0.40296662546353523,0.06798516687268233,0.032138442521631644
61,324851,324851,1152,152,1024,0.1706640625000001,1.3789734840393066,0.15470834076404572,-0.0023229537764564157,0.3289439156651497,0.20303359907120466,0.0018040687555185286,0.010498046875,0.8640846486412844,0.02,92,216,0,0.1025390625,0.3095703125,0.1298828125,0.2998046875,0.09375,0.064453125
62,325875,325875,1155,155,1024,0.09556640625000005,0.8116956949234009,-0.04603034257888794,-0.0032451862934976816,0.18554120976477861,0.16631798073649406,0.0008411165945290122,0.0107421875,0.9065773140335726,0.02,49,124,0,0.0751953125,0.349609375,0.0859375,0.3779296875,0.0673828125,0.0439453125
63,326899,326899,1157,157,1024,0.10547851562500007,0.8782780170440674,-0.030920058488845825,-0.0015089971711859107,0.20271730050444603,0.15343450009822845,0.000112663306936156,0.006591796875,0.9052608411582141,0.02,51,132,0,0.095703125,0.3544921875,0.0849609375,0.3564453125,0.0634765625,0.044921875
64,327923,327923,1160,160,1024,0.03511718750000004,0.21046364307403564,-0.023332685232162476,-0.0037525839288719,0.11240379745140672,0.12411801610141993,0.0008994839590741321,0.00634765625,0.8816182939955124,0.02,20,67,0,0.0458984375,0.396484375,0.0419921875,0.4052734375,0.08203125,0.0283203125
65,328947,328947,1162,162,1024,0.17251953125000008,1.4676687717437744,0.18776056170463562,-0.0015600735787302256,0.35325769521296024,0.2042025225237012,0.002126334726199275,0.013427734375,0.8588782576458529,0.02,90,221,0,0.130859375,0.2666015625,0.125,0.283203125,0.12109375,0.0732421875
66,329971,329971,1165,165,1024,0.10572265625000007,0.9002032279968262,0.06116887927055359,-0.003056320536416024,0.31248920038342476,0.15310406684875488,0.004808457691979129,0.02099609375,0.868800613404317,0.02,56,144,0,0.0888671875,0.328125,0.0869140625,0.353515625,0.0947265625,0.0478515625
67,330995,330995,1167,167,1024,0.06363281250000002,0.477722704410553,0.04133278504014015,-0.0017813275335356593,0.25750834960490465,0.086715929210186,0.0012817789538530633,0.00634765625,0.8641397190922511,0.02,36,90,0,0.0517578125,0.4033203125,0.0498046875,0.423828125,0.04296875,0.0283203125
68,332019,332019,1170,170,1024,0.07569335937500003,0.5697465538978577,-0.030374037101864815,-0.005592223489657044,0.20584332011640072,0.11708368686959147,0.0031739519181428477,0.017822265625,0.8903796521147201,0.02,43,99,0,0.0556640625,0.400390625,0.0439453125,0.3935546875,0.0732421875,0.033203125
69,333043,333043,1172,172,1024,0.13487304687500015,1.5728423595428467,-0.011333514004945755,-0.0030067418701946735,0.2839523572474718,0.21361095365136862,0.005345436376956059,0.020263671875,0.8952354266426017,0.02,51,137,0,0.17578125,0.248046875,0.177734375,0.2607421875,0.0771484375,0.060546875
70,333852,333852,1175,175,809,0.04889987639060572,0.4101928472518921,-0.0643019899725914,-0.008150126275722869,0.12031322298571467,0.10492637706920505,0.0013192765800340567,0.003173828125,0.9074659249796756,0.02,18,44,0,0.03955500618046971,0.4103831891223733,0.048207663782447466,0.41409147095179233,0.05686032138442522,0.030902348578491966
71,334876,334876,1177,177,1024,0.10855468750000005,0.9537088871002197,0.16606366634368896,-0.0012423985754139721,0.2639450402930379,0.1269292365759611,-0.0003918811707990244,0.006103515625,0.8893308502554319,0.02,57,156,0,0.0849609375,0.349609375,0.0673828125,0.37109375,0.07421875,0.052734375
