update,total_steps,optimized_steps,training_round,stage_training_round,rollout_size,reward_mean,return_mean,advantage_mean,policy_loss,value_loss,entropy,approximate_kl,clip_fraction,explained_variance,entropy_coefficient,coins,crates,self_kills,action_up,action_right,action_down,action_left,action_wait,action_bomb
32,1097800,1097800,3080,80,1024,0.26314453125000054,4.727087020874023,-0.11761276423931122,-0.004440794698894024,0.12932194769382477,0.3994558099657297,0.007658224994884222,0.059326171875,0.9740850868413634,0.05,1,64,0,0.130859375,0.1279296875,0.1337890625,0.1279296875,0.3447265625,0.134765625
33,1098824,1098824,3082,82,1024,0.2351660156250004,3.947646141052246,0.36661767959594727,-0.001643897092435509,0.33552833925932646,0.443456057459116,0.00031306461823987775,0.030517578125,0.9498821431957646,0.05,15,206,0,0.115234375,0.1748046875,0.138671875,0.158203125,0.2802734375,0.1328125
34,1099848,1099848,3085,85,1024,0.22325195312500037,3.794610023498535,0.08557498455047607,-0.004649016074836254,0.3987840339541435,0.5055785141885281,0.004610964667335793,0.0517578125,0.9077698007514969,0.05,7,152,0,0.1162109375,0.1728515625,0.134765625,0.1552734375,0.2890625,0.1318359375
35,1100872,1100872,3087,87,1024,0.2058203125000003,3.877582550048828,-0.16164056956768036,-0.001616603636648506,0.47510451823472977,0.5385799370706081,0.0037504089377762284,0.029541015625,0.9192507141171053,0.05,14,211,0,0.1318359375,0.1630859375,0.1640625,0.1435546875,0.2685546875,0.12890625
36,1101896,1101896,3090,90,1024,0.21470703125000035,3.280963659286499,-0.05200326070189476,-0.004228054720442742,0.3726894911378622,0.43817380629479885,0.00449432239838643,0.025390625,0.9086499093404078,0.05,16,221,0,0.119140625,0.169921875,0.1552734375,0.138671875,0.287109375,0.1298828125
37,1102920,1102920,3092,92,1024,0.21407226562500037,4.251548767089844,0.16589803993701935,-0.0022143105161376297,0.5755174048244953,0.47735394164919853,0.0024691594080650248,0.0087890625,0.8862707320013918,0.05,15,172,0,0.142578125,0.1611328125,0.1572265625,0.1455078125,0.259765625,0.1337890625
38,1103944,1103944,3095,95,1024,0.2205664062500004,3.8589353561401367,-0.22485795617103577,-0.002099988574627787,0.3254163097590208,0.42160893976688385,-0.0008974908596428577,0.00439453125,0.9299489816392132,0.05,15,190,0,0.1357421875,0.1611328125,0.1494140625,0.1552734375,0.263671875,0.134765625
39,1104968,1104968,3097,97,1024,0.2558691406250005,4.883709907531738,-0.09437772631645203,-0.004452141467481852,0.20414558053016663,0.43413558788597584,0.003646083159765112,0.030517578125,0.9652339520144396,0.05,9,117,0,0.138671875,0.15234375,0.146484375,0.1416015625,0.2861328125,0.134765625
40,1105777,1105777,3100,100,809,0.2651545117428928,4.260777950286865,0.24383749067783356,-0.040338664839509875,0.5992107763886452,0.41676042042672634,0.005878678157387185,0.03257788671180606,0.9313883251037449,0.05,14,177,0,0.11866501854140915,0.13473423980222496,0.1508034610630408,0.1681087762669963,0.29295426452410384,0.13473423980222496
41,1106801,1106801,3102,102,1024,0.2379003906250004,4.5551629066467285,-0.18113760650157928,-0.002942466438980773,0.38121373392641544,0.43107186257839203,0.002444571788146277,0.039794921875,0.9436862176738711,0.05,14,195,0,0.123046875,0.169921875,0.138671875,0.1484375,0.283203125,0.13671875
42,1107825,1107825,3105,105,1024,0.20767578125000033,3.765860080718994,-0.0317336730659008,-0.004224573145620525,0.24663483817130327,0.4231192860752344,0.0031751525293657323,0.020263671875,0.940280570010548,0.05,12,160,0,0.123046875,0.1572265625,0.1376953125,0.1240234375,0.3232421875,0.134765625
43,1108849,1108849,3107,107,1024,0.2386816406250004,4.702631950378418,-0.07477421313524246,-0.0030329100554808974,0.35123125836253166,0.39962336979806423,0.0012447822264221031,0.0205078125,0.9271598881461905,0.05,16,163,0,0.119140625,0.177734375,0.1279296875,0.1640625,0.2734375,0.1376953125
44,1109873,1109873,3110,110,1024,0.23843750000000044,4.193803310394287,-0.1775466799736023,-0.004918627557344735,0.46780033968389034,0.4034441914409399,0.0051847465365426615,0.050048828125,0.9321261584586833,0.05,14,167,0,0.13671875,0.1630859375,0.146484375,0.158203125,0.2587890625,0.13671875
45,1110897,1110897,3112,112,1024,0.1937109375000004,3.9207611083984375,-0.07307332009077072,-0.008590184443164617,0.23361044470220804,0.4201664440333843,0.009090192934309016,0.03369140625,0.9304033563823364,0.05,7,96,0,0.10546875,0.166015625,0.103515625,0.1640625,0.3251953125,0.1357421875
46,1111921,1111921,3115,115,1024,0.21031250000000043,4.5617570877075195,0.497297465801239,-0.003287865431047976,0.4179089181125164,0.43694073520600796,0.000675095967380912,0.015869140625,0.9405005807377781,0.05,9,141,0,0.0927734375,0.201171875,0.1044921875,0.1982421875,0.263671875,0.1396484375
47,1112945,1112945,3117,117,1024,0.25855468750000044,5.627799987792969,0.06219378486275673,-0.003456142032518983,0.35812498442828655,0.41184036806225777,0.0006122060567577137,0.010986328125,0.9557260336851853,0.05,12,189,0,0.1083984375,0.19921875,0.125,0.1884765625,0.2412109375,0.1376953125
48,1113969,1113969,3120,120,1024,0.23091796875000037,4.55423641204834,0.035721346735954285,-0.002733797504333779,0.48929339461028576,0.4302002899348736,0.0035310917965034605,0.0205078125,0.9203995277372139,0.05,13,166,0,0.0986328125,0.2021484375,0.123046875,0.2197265625,0.2236328125,0.1328125
49,1114993,1114993,3122,122,1024,0.2181738281250004,5.238051891326904,-0.35621124505996704,-0.001630503567866981,0.35013437923043966,0.5009710658341646,0.004129841116082389,0.031494140625,0.9205094666208918,0.05,6,144,0,0.11328125,0.2158203125,0.12109375,0.1875,0.228515625,0.1337890625
50,1115802,1115802,3125,125,809,0.24271940667490768,4.627298355102539,-0.3537834584712982,-0.021250942547339946,0.34874279610812664,0.40543290227651596,-0.0015609988186042756,0.0029296875,0.958131399962168,0.05,12,140,0,0.10877626699629171,0.18294190358467244,0.1273176761433869,0.1915945611866502,0.2558714462299135,0.1334981458590853
51,1116826,1116826,3127,127,1024,0.25264648437500037,4.619331359863281,0.12998245656490326,-0.0034817587584257126,0.37776103615760803,0.4164514224976301,0.002094685041811317,0.012451171875,0.9519212882996377,0.05,15,232,0,0.126953125,0.1728515625,0.162109375,0.1669921875,0.23828125,0.1328125
