update,total_steps,optimized_steps,training_round,stage_training_round,rollout_size,reward_mean,return_mean,advantage_mean,policy_loss,value_loss,entropy,approximate_kl,clip_fraction,explained_variance,entropy_coefficient,coins,crates,kills,self_kills,deaths,action_up,action_right,action_down,action_left,action_wait,action_bomb
342,2860252,2860252,8053,1053,1024,0.4796484375000006,16.239059448242188,0.17298173904418945,-0.0034988680854439735,3.905288964509964,0.31346340849995613,0.00268620627502969,0.018798828125,0.9063836246227276,0.05,19,170,0,0,1,0.193359375,0.2412109375,0.1767578125,0.2412109375,0.021484375,0.1259765625
343,2861276,2861276,8056,1056,1024,0.5423925781250007,17.497514724731445,0.020191341638565063,-0.001994622405618429,5.1927787363529205,0.3882668912410736,0.002978575135784922,0.013671875,0.8507552628859685,0.05,17,156,0,1,1,0.20703125,0.2265625,0.2041015625,0.2158203125,0.0244140625,0.1220703125
344,2862300,2862300,8059,1059,1024,0.4117773437500005,14.765508651733398,0.10497848689556122,-0.001969557488337159,5.409715265035629,0.28480352740734816,0.003807567592502892,0.036376953125,0.8808426736735842,0.05,10,121,0,1,1,0.1953125,0.236328125,0.1748046875,0.2373046875,0.0205078125,0.1357421875
345,2863324,2863324,8062,1062,1024,0.4804296875000005,15.934530258178711,-0.1876772940158844,-0.004382654879009351,3.774951681494713,0.36935388669371605,0.0077615120990230935,0.0537109375,0.906317923242084,0.05,13,143,0,1,1,0.2216796875,0.216796875,0.18359375,0.2275390625,0.0234375,0.126953125
346,2864348,2864348,8065,1065,1024,0.5446386718750003,16.092220306396484,0.12196177244186401,-0.004488650942221284,3.2307668179273605,0.3308346327394247,0.0028601005469681695,0.030029296875,0.9382634566203004,0.05,10,137,1,0,0,0.2109375,0.2265625,0.201171875,0.21484375,0.0166015625,0.1298828125
347,2865372,2865372,8067,1067,1024,0.5045019531250006,17.331764221191406,0.13814106583595276,-0.002383851329796016,2.1746252104640007,0.35535679943859577,0.0035723791806958616,0.025390625,0.9227105129006179,0.05,9,108,0,0,0,0.212890625,0.21484375,0.2119140625,0.2197265625,0.0107421875,0.1298828125
348,2866396,2866396,8071,1071,1024,0.34512695312500036,12.072361946105957,-1.134124994277954,-0.0013093847082927823,4.69764606654644,0.23721791617572308,0.0005479550709424075,0.01904296875,0.8929541035520242,0.05,9,109,0,1,1,0.2109375,0.205078125,0.216796875,0.2021484375,0.02734375,0.1376953125
349,2867420,2867420,8073,1073,1024,0.46583007812500066,15.321971893310547,0.10425210744142532,-0.0024910896318033338,3.635868027806282,0.3854395393282175,0.001906123954540817,0.014404296875,0.8655486687064363,0.05,14,116,0,1,1,0.25,0.2001953125,0.232421875,0.1640625,0.0341796875,0.119140625
350,2867874,2867874,8075,1075,454,0.20850220264317218,8.462267875671387,-0.8927703499794006,0.002500685688573867,4.22236904501915,0.09377718809992075,0.00025146490861516213,0.0,0.7877035830335868,0.05,3,42,0,0,0,0.16079295154185022,0.27973568281938327,0.16079295154185022,0.24008810572687225,0.015418502202643172,0.14317180616740088
351,2868898,2868898,8078,1078,1024,0.3436621093750005,11.320954322814941,-0.7948250770568848,-9.686045814305544e-06,4.404634818434715,0.3185276836156845,0.003097557811997831,0.022216796875,0.8849453395502078,0.05,18,157,0,1,1,0.248046875,0.1982421875,0.2138671875,0.1806640625,0.0322265625,0.126953125
352,2869922,2869922,8081,1081,1024,0.4328222656250005,13.57758903503418,0.7781697511672974,-7.615901995450258e-05,5.344446644186974,0.3291867822408676,0.0029938619045424275,0.031982421875,0.8924231625215097,0.05,17,155,0,1,1,0.2158203125,0.2177734375,0.2236328125,0.1875,0.029296875,0.1259765625
353,2870946,2870946,8083,1083,1024,0.4421972656250006,15.148420333862305,0.38709771633148193,-0.0042691255221143365,1.6471537426114082,0.3284374102950096,0.004871894479038019,0.04052734375,0.940313341277822,0.05,11,80,0,0,0,0.2080078125,0.220703125,0.2080078125,0.2158203125,0.0185546875,0.12890625
354,2871970,2871970,8087,1087,1024,0.5147070312500006,15.86477279663086,0.14910687506198883,-0.002365903463214636,4.988018900156021,0.3776095602661371,0.0005140893917996436,0.0166015625,0.8933790241148736,0.05,16,166,0,2,2,0.2314453125,0.1865234375,0.2236328125,0.19140625,0.044921875,0.1220703125
355,2872994,2872994,8091,1091,1024,0.4571875000000006,15.33460807800293,0.013042449951171875,-0.0006916516576893628,5.964125394821167,0.3573893550783396,0.0015604556365360622,0.02099609375,0.8607656988346741,0.05,19,164,0,2,2,0.1845703125,0.2431640625,0.189453125,0.2236328125,0.03515625,0.1240234375
356,2874018,2874018,8094,1094,1024,0.5398046875000004,16.550704956054688,0.031261101365089417,-0.0027556552086025476,5.953562885522842,0.42770644277334213,0.0029641864848599653,0.013427734375,0.8728712716490737,0.05,15,156,0,2,2,0.1875,0.2490234375,0.1826171875,0.2294921875,0.0302734375,0.12109375
357,2875042,2875042,8097,1097,1024,0.48643554687500046,15.3545560836792,-0.013346821069717407,-0.003863843565341085,3.1990413516759872,0.3294225335121155,0.0037545987324847374,0.03515625,0.9155150920448495,0.05,10,120,0,0,0,0.1943359375,0.2451171875,0.166015625,0.2353515625,0.033203125,0.1259765625
358,2875637,2875637,8100,1100,595,0.33596638655462235,11.909453392028809,-0.7075123190879822,-0.001403949921950698,8.549727439880371,0.22503058736522993,0.0015445331240092248,0.004612198720375697,0.7828258677062057,0.05,13,120,0,2,2,0.1915966386554622,0.2134453781512605,0.20672268907563024,0.21176470588235294,0.040336134453781515,0.1361344537815126
359,2876661,2876661,8102,1102,1024,0.38165039062500056,14.216363906860352,1.072480320930481,0.00019207486184313893,5.553582787513733,0.2752125672996044,0.0004254652521922253,0.008544921875,0.8709694705706631,0.05,15,142,2,1,1,0.205078125,0.2060546875,0.208984375,0.2294921875,0.017578125,0.1328125
360,2877685,2877685,8107,1107,1024,0.26402343750000035,10.029918670654297,-0.3686877489089966,-0.0007241037092171609,4.924746036529541,0.21085206978023052,0.00024261861744889757,0.002685546875,0.8227804894123791,0.05,11,169,2,1,2,0.189453125,0.2294921875,0.2177734375,0.19140625,0.037109375,0.134765625
361,2878709,2878709,8110,1110,1024,0.44966796875000054,14.633516311645508,0.08101591467857361,-0.005160594184417278,5.238408252596855,0.3120410908013582,0.003743561861483613,0.026123046875,0.8828460298638208,0.05,14,145,1,1,1,0.2158203125,0.2119140625,0.2021484375,0.21484375,0.0234375,0.1318359375
362,2879733,2879733,8113,1113,1024,0.45147460937500056,14.658195495605469,0.16429057717323303,-0.0020118205284234136,3.394342452287674,0.34727803617715836,0.00017438546819903422,0.014404296875,0.9211132469749694,0.05,13,143,0,0,1,0.2265625,0.193359375,0.2255859375,0.2109375,0.0185546875,0.125
363,2880757,2880757,8118,1118,1024,0.4398535156250005,13.96112060546875,-0.47816386818885803,-0.000520818866789341,8.626686453819275,0.393654253333807,0.0006743617504980648,0.04052734375,0.8535887451639936,0.05,17,161,0,4,4,0.248046875,0.1845703125,0.2392578125,0.1796875,0.029296875,0.119140625
364,2881781,2881781,8121,1121,1024,0.42969726562500055,14.923174858093262,0.9929141998291016,0.0007046681712381542,6.200475335121155,0.34469568356871605,-9.828576003201306e-05,0.02880859375,0.87424373070532,0.05,9,128,0,1,1,0.2509765625,0.1689453125,0.2529296875,0.16796875,0.0322265625,0.126953125
365,2882493,2882493,8125,1125,712,0.4984971910112365,15.810771942138672,-0.3079572916030884,0.0012915364156166713,8.926336447397867,0.39805305500825244,0.0024864049216072695,0.004361979120100538,0.8569712717128953,0.05,12,106,0,3,3,0.20224719101123595,0.20084269662921347,0.21769662921348315,0.21910112359550563,0.032303370786516857,0.12780898876404495
366,2883517,2883517,8128,1128,1024,0.45186523437500065,16.065248489379883,0.6623052358627319,-0.0012172044953331351,6.820963352918625,0.34213845059275627,0.000860407450090861,0.0107421875,0.858750650067983,0.05,20,177,1,3,3,0.205078125,0.2265625,0.2216796875,0.2021484375,0.021484375,0.123046875
367,2884541,2884541,8134,1134,1024,0.3963964843750006,14.50227165222168,-0.1146550253033638,-0.00023629225324839354,8.259014278650284,0.33404216170310974,-8.258154775830917e-05,0.004638671875,0.802604354794965,0.05,11,148,0,2,4,0.24609375,0.185546875,0.2080078125,0.2099609375,0.0302734375,0.1201171875
368,2885565,2885565,8138,1138,1024,0.47793945312500064,16.35491180419922,0.18599234521389008,-0.0025483499630354345,8.230422139167786,0.4164240602403879,0.003009550830029184,0.023681640625,0.8289441549920644,0.05,18,186,0,4,4,0.2431640625,0.1787109375,0.2509765625,0.1826171875,0.029296875,0.115234375
369,2886589,2886589,8143,1143,1024,0.4275976562500005,14.675379753112793,-0.3058830797672272,6.365356966853142e-06,9.763636231422424,0.3746034521609545,0.002191817578022892,0.027099609375,0.8222474345537758,0.05,9,167,0,5,5,0.2548828125,0.1640625,0.25390625,0.17578125,0.0244140625,0.126953125
370,2887613,2887613,8146,1146,1024,0.46250976562500057,16.25851821899414,0.5327897071838379,-0.00249079882632941,5.016733750700951,0.33064386434853077,0.0047543638611387,0.021484375,0.8626708342937986,0.05,9,128,0,1,1,0.2177734375,0.212890625,0.23828125,0.1875,0.0166015625,0.126953125
371,2888617,2888617,8150,1150,1004,0.376205179282869,13.429901123046875,-1.0631814002990723,0.001805043953936547,9.591841459274292,0.2814288791269064,0.005316006833254505,0.02468716897419654,0.8005728765504461,0.05,9,131,0,3,3,0.21314741035856574,0.2241035856573705,0.19223107569721115,0.2250996015936255,0.01593625498007968,0.1294820717131474
372,2889641,2889641,8153,1153,1024,0.3968359375000005,13.778736114501953,-0.3287287950515747,-0.005437039188109338,6.224746912717819,0.33593046851456165,0.002484459739207523,0.029541015625,0.8503386467429797,0.05,21,181,0,2,2,0.2265625,0.208984375,0.2373046875,0.18359375,0.01953125,0.1240234375
373,2890665,2890665,8156,1156,1024,0.4477636718750004,14.126123428344727,-0.11407260596752167,-0.0030976978014223278,4.1000131368637085,0.3673477750271559,0.0027943694785790285,0.083740234375,0.9277119387912098,0.05,8,118,0,1,1,0.21875,0.2138671875,0.203125,0.216796875,0.0263671875,0.12109375
374,2891689,2891689,8160,1160,1024,0.4537695312500006,14.887545585632324,0.4944750666618347,-0.0032977911178022623,7.21509712934494,0.36410878598690033,0.0008300305707962252,0.062255859375,0.8682847224252612,0.05,15,163,0,3,3,0.2392578125,0.212890625,0.2314453125,0.1826171875,0.0166015625,0.1171875
375,2892713,2892713,8163,1163,1024,0.48448242187500046,16.371421813964844,0.824282169342041,-0.001734227524138987,4.03008645772934,0.3726183660328388,0.0015993249253369868,0.027099609375,0.9113417992569309,0.05,11,149,0,0,0,0.2421875,0.1796875,0.251953125,0.1962890625,0.013671875,0.1162109375
376,2893737,2893737,8166,1166,1024,0.40601562500000055,14.782560348510742,-0.0641639456152916,-0.0023780461633577943,3.246253326535225,0.2889460064470768,0.002128433772668359,0.0205078125,0.9162057442382797,0.05,8,142,1,0,0,0.2138671875,0.2177734375,0.2216796875,0.201171875,0.0146484375,0.130859375
377,2894761,2894761,8169,1169,1024,0.4226660156250005,14.754363059997559,-0.41670653223991394,-0.0022009751846781,4.408589273691177,0.36786830611526966,0.00172095982634346,0.022705078125,0.9144931010718632,0.05,14,158,0,1,1,0.220703125,0.2060546875,0.2265625,0.19921875,0.02734375,0.1201171875
378,2895785,2895785,8172,1172,1024,0.5480078125000005,17.76165771484375,0.5042720437049866,0.00023170176427811384,5.485239207744598,0.4462298061698675,0.005195620651647914,0.073974609375,0.8949181138772786,0.05,9,126,0,1,1,0.2392578125,0.181640625,0.2509765625,0.189453125,0.02734375,0.111328125
379,2896445,2896445,8175,1175,660,0.4956060606060612,17.810293197631836,-0.28449687361717224,-0.00696536374258964,10.50397264957428,0.4902039443453153,0.003758056234801188,0.06330940313637257,0.765770439994582,0.05,8,91,0,3,3,0.23787878787878788,0.21515151515151515,0.22272727272727272,0.1984848484848485,0.013636363636363636,0.11212121212121212
380,2897469,2897469,8178,1178,1024,0.33291992187500047,12.432438850402832,0.3766827881336212,-0.00040344096487388015,6.448433935642242,0.23394013661891222,0.0010034073475253535,0.013671875,0.8597719650585869,0.05,9,180,2,1,1,0.2119140625,0.2080078125,0.2216796875,0.205078125,0.025390625,0.1279296875
381,2898493,2898493,8180,1180,1024,0.38990234375000055,14.99466323852539,0.25641417503356934,-0.0025029631797224283,3.4132868498563766,0.30863560177385807,0.001681315711721254,0.009765625,0.8996472973128117,0.05,11,115,1,0,0,0.2509765625,0.1953125,0.2587890625,0.1650390625,0.0078125,0.1220703125
382,2899517,2899517,8183,1183,1024,0.5075781250000007,16.67379379272461,-0.8051012754440308,-0.0014790008717682213,3.2490701228380203,0.4122294709086418,0.004740160802612081,0.068115234375,0.918020768052247,0.05,12,138,0,0,0,0.2197265625,0.2353515625,0.1943359375,0.232421875,0.009765625,0.1083984375
383,2900541,2900541,8188,1188,1024,0.3900976562500006,13.47736930847168,-1.1583023071289062,-0.0017165344906970859,10.558588713407516,0.41039567440748215,0.002902981746046862,0.03125,0.7718591318005108,0.05,17,178,0,5,5,0.25390625,0.1875,0.2509765625,0.162109375,0.0380859375,0.107421875
384,2901565,2901565,8191,1191,1024,0.4168554687500005,13.919468879699707,0.12104056775569916,-0.004818186047486961,5.57345686852932,0.3870488405227661,0.0015984704914444592,0.017333984375,0.8630836170392169,0.05,16,141,0,1,1,0.2353515625,0.205078125,0.2490234375,0.1826171875,0.0234375,0.1044921875
385,2902589,2902589,8194,1194,1024,0.46934570312500057,16.18785285949707,1.1007319688796997,0.00010230805492028594,5.359740763902664,0.4014317747205496,0.005102438126414199,0.056640625,0.8781610974802708,0.05,13,119,1,1,1,0.263671875,0.173828125,0.2509765625,0.1923828125,0.0107421875,0.1083984375
386,2903613,2903613,8198,1198,1024,0.5008398437500003,15.639730453491211,-0.2657017111778259,-0.00132198806386441,6.701353698968887,0.3505157884210348,0.0004121968131585163,0.003662109375,0.8930891953883,0.05,15,137,1,2,2,0.2392578125,0.2119140625,0.23046875,0.17578125,0.0185546875,0.1240234375
387,2904354,2904354,8200,1200,741,0.4568016194331989,15.81791877746582,0.24672667682170868,-0.004555727820843458,5.647281169891357,0.3715965375304222,0.0037999782556047044,0.05340958231439193,0.8696528809694885,0.05,9,96,0,0,0,0.2145748987854251,0.21187584345479082,0.2213225371120108,0.2145748987854251,0.024291497975708502,0.11336032388663968
388,2905378,2905378,8203,1203,1024,0.41832031250000046,15.50625991821289,0.6664001941680908,-0.0009393994696438313,8.318523466587067,0.32956627756357193,0.003965408126532566,0.015380859375,0.8349512103979718,0.05,18,144,1,2,2,0.2216796875,0.212890625,0.23828125,0.1845703125,0.01953125,0.123046875
389,2906402,2906402,8206,1206,1024,0.4975195312500004,16.819059371948242,0.004243075847625732,-0.005749135394580662,5.7035442143678665,0.3731274735182524,0.005655735067193746,0.04052734375,0.8536497512189616,0.05,10,119,0,1,1,0.220703125,0.2099609375,0.2158203125,0.21484375,0.017578125,0.12109375
390,2907426,2907426,8209,1209,1024,0.28843750000000046,10.66358757019043,-1.863907814025879,0.0003698354121297598,9.180513590574265,0.27332739904522896,-0.00017342337741865776,0.016845703125,0.8281180822228593,0.05,12,188,0,1,1,0.2041015625,0.2216796875,0.2138671875,0.2109375,0.0263671875,0.123046875
391,2908450,2908450,8212,1212,1024,0.5609472656250005,16.487136840820312,-0.6315053105354309,-5.5011420045048e-05,5.031613752245903,0.5118968263268471,0.0024183408640965354,0.06982421875,0.8616289324801676,0.05,13,137,0,2,2,0.2216796875,0.20703125,0.2255859375,0.2265625,0.0205078125,0.0986328125
392,2909474,2909474,8215,1215,1024,0.32715820312500044,12.016094207763672,0.2522634267807007,-0.004065783927217126,3.8522174656391144,0.2810499630868435,0.004503036191636056,0.0576171875,0.8681869523390269,0.05,9,104,1,0,0,0.2626953125,0.166015625,0.267578125,0.1630859375,0.0166015625,0.1240234375
393,2910498,2910498,8218,1218,1024,0.43628906250000055,14.957494735717773,0.30566394329071045,-0.0032152098428923637,5.894922822713852,0.4166061356663704,0.005159396594535792,0.030517578125,0.8686595648551277,0.05,11,154,0,2,2,0.2236328125,0.201171875,0.2392578125,0.2041015625,0.0234375,0.1083984375
394,2911522,2911522,8221,1221,1024,0.46636718750000045,14.904157638549805,-0.05376993119716644,-0.004138816613703966,5.137718319892883,0.40787175856530666,0.006785841150303895,0.046875,0.9122974745922514,0.05,13,139,0,1,1,0.2314453125,0.21484375,0.2265625,0.1962890625,0.0107421875,0.1201171875
395,2912546,2912546,8224,1224,1024,0.35704101562500046,13.757464408874512,0.09183420985937119,-0.0037850692169740796,3.4445345997810364,0.3336845710873604,0.0026281220343662426,0.025634765625,0.9124331876658657,0.05,8,131,1,0,0,0.2451171875,0.193359375,0.2373046875,0.17578125,0.0224609375,0.1259765625
396,2912827,2912827,8225,1225,281,0.4754092526690399,17.89691734313965,0.9188125729560852,0.05120702018029988,4.360733866691589,0.30158733017742634,-0.00022174782861839049,0.0009765625,0.7503625717399158,0.05,1,15,0,0,0,0.2526690391459075,0.199288256227758,0.23843416370106763,0.1708185053380783,0.0035587188612099642,0.13523131672597866
397,2913851,2913851,8228,1228,1024,0.5319433593750007,17.35009765625,-0.7773471474647522,-0.0005697904853150249,8.386644273996353,0.5258280765265226,0.001668005352257751,0.020263671875,0.8015764962816696,0.05,15,163,0,3,3,0.2421875,0.1923828125,0.2421875,0.189453125,0.0302734375,0.103515625
398,2914875,2914875,8231,1231,1024,0.4224707031250005,13.028656005859375,-0.590165376663208,-0.00035874033346772194,5.5735733807086945,0.3728669825941324,0.002475460727509926,0.009033203125,0.9042538647914913,0.05,15,138,1,0,0,0.2197265625,0.2060546875,0.234375,0.193359375,0.0283203125,0.1181640625
399,2915899,2915899,8233,1233,1024,0.34209960937500056,14.152382850646973,0.8389976024627686,0.0031455139396712184,3.683618038892746,0.3258181903511286,0.0018067869186779717,0.032470703125,0.8972888898615712,0.05,7,112,0,0,0,0.240234375,0.1875,0.2255859375,0.1982421875,0.0234375,0.125
400,2916923,2916923,8236,1236,1024,0.3409765625000004,12.319295883178711,0.09003078937530518,-0.0022453070851042867,6.642912030220032,0.31149048171937466,0.001454753612051718,0.028564453125,0.7973681381097136,0.05,14,125,0,1,1,0.2314453125,0.203125,0.216796875,0.20703125,0.025390625,0.1162109375
401,2917947,2917947,8241,1241,1024,0.3057226562500005,11.94598388671875,-0.7007707953453064,0.0009043560130521655,7.301238089799881,0.2408003956079483,0.0013907320317230187,0.02197265625,0.8078104096320937,0.05,14,129,0,3,3,0.21875,0.201171875,0.2197265625,0.2021484375,0.0234375,0.134765625
402,2918971,2918971,8243,1243,1024,0.36490234375000047,13.26974105834961,0.677421510219574,-0.001155548496171832,4.354266345500946,0.27876971010118723,0.000288336152152624,0.008056640625,0.8646616315914831,0.05,10,84,2,0,0,0.2255859375,0.20703125,0.236328125,0.1943359375,0.017578125,0.119140625
403,2919995,2919995,8246,1246,1024,0.3853613281250005,13.977612495422363,0.04795044660568237,-0.003390172787476331,4.296156257390976,0.30927217565476894,0.00516709372823243,0.033447265625,0.8958115505519435,0.05,14,122,0,1,1,0.2197265625,0.2177734375,0.2138671875,0.205078125,0.01953125,0.1240234375
404,2920748,2920748,8250,1250,753,0.5275830013280218,15.228948593139648,-0.8720754384994507,0.002479605609551072,9.432517687479654,0.43828218430280685,0.0019424917102999946,0.029029434896074235,0.8176760053249894,0.05,16,140,0,3,4,0.2244355909694555,0.1845949535192563,0.24435590969455512,0.19787516600265603,0.03187250996015936,0.11686586985391766
405,2921772,2921772,8253,1253,1024,0.37476562500000055,13.538827896118164,0.570976972579956,-0.0006524728378280997,6.532990247011185,0.32019270583987236,0.0006018007479724474,0.010986328125,0.8464664898369778,0.05,14,179,0,2,2,0.2080078125,0.21484375,0.2294921875,0.201171875,0.0234375,0.123046875
406,2922796,2922796,8257,1257,1024,0.47999023437500055,14.668743133544922,0.3469749689102173,-0.0029832854634150863,6.498674660921097,0.38012558221817017,9.592686046744348e-05,0.040283203125,0.8627196336886278,0.05,19,190,3,1,3,0.2373046875,0.1943359375,0.2314453125,0.1845703125,0.0283203125,0.1240234375
407,2923820,2923820,8260,1260,1024,0.44893554687500054,16.51074981689453,0.8265623450279236,-0.0008537020767107606,6.502401947975159,0.32921879924833775,0.0014433322203331045,0.016357421875,0.8401550760054797,0.05,13,125,0,2,2,0.216796875,0.208984375,0.216796875,0.2138671875,0.015625,0.1279296875
408,2924844,2924844,8263,1263,1024,0.38062500000000055,14.745126724243164,-0.31878942251205444,-0.0015020506689324975,3.998390793800354,0.31293254904448986,3.824989016720792e-05,0.006103515625,0.8931079475702927,0.05,8,125,1,0,0,0.208984375,0.2236328125,0.1982421875,0.216796875,0.0224609375,0.1298828125
409,2925868,2925868,8267,1267,1024,0.3488378906250005,12.829565048217773,-0.9339775443077087,0.001279854797758162,8.460695594549179,0.2936934372410178,0.000261005392530933,0.026123046875,0.8218843332579558,0.05,14,162,0,1,2,0.20703125,0.2080078125,0.2177734375,0.21484375,0.029296875,0.123046875
410,2926892,2926892,8269,1269,1024,0.4175878906250006,14.835773468017578,0.5276714563369751,-0.0006381425191648304,3.217576891183853,0.3166293688118458,0.0024823093772283755,0.01708984375,0.8917101749039278,0.05,10,87,0,0,0,0.2177734375,0.2158203125,0.21875,0.20703125,0.017578125,0.123046875
411,2927916,2927916,8272,1272,1024,0.3786718750000006,13.843660354614258,-0.21100297570228577,-0.0036864624125882983,3.7596734911203384,0.31491855159401894,0.0013176193101571698,0.014404296875,0.8985566804374443,0.05,11,126,0,1,1,0.2060546875,0.2177734375,0.197265625,0.2275390625,0.0234375,0.1279296875
412,2928477,2928477,8275,1275,561,0.3251158645276298,14.164107322692871,0.6018155813217163,-0.016737351194024086,7.684293429056804,0.21436402450005212,0.0016797970116992171,0.004557291666666667,0.7828657195831159,0.05,6,61,1,1,1,0.22638146167557932,0.19964349376114082,0.21568627450980393,0.2014260249554367,0.024955436720142603,0.1319073083778966
413,2929501,2929501,8278,1278,1024,0.44957031250000046,14.67205810546875,0.07649828493595123,-0.002329872193513438,7.6067642867565155,0.4130602329969406,0.0023866200126576587,0.007568359375,0.8230932660878698,0.05,20,212,1,3,3,0.2060546875,0.232421875,0.2001953125,0.205078125,0.037109375,0.119140625
414,2930525,2930525,8280,1280,1024,0.3297949218750006,14.770326614379883,0.2930296063423157,-0.004286692012101412,3.5277460515499115,0.2843163460493088,0.0026999741239706054,0.03369140625,0.8632653374444481,0.05,8,91,1,0,0,0.2119140625,0.205078125,0.22265625,0.2158203125,0.013671875,0.130859375
415,2931549,2931549,8283,1283,1024,0.4300878906250005,13.876989364624023,-0.4769541323184967,0.0008665758068673313,4.629915624856949,0.3673671018332243,0.004376886636237032,0.015869140625,0.8796236202854557,0.05,15,151,0,0,0,0.228515625,0.212890625,0.203125,0.208984375,0.025390625,0.12109375
416,2932573,2932573,8286,1286,1024,0.5192968750000007,16.297069549560547,0.09414736926555634,-0.004971189075149596,4.19734600186348,0.44917287677526474,0.0056388312304989086,0.048583984375,0.8780960897888795,0.05,9,132,1,1,1,0.2431640625,0.2080078125,0.1953125,0.224609375,0.017578125,0.111328125
417,2933597,2933597,8290,1290,1024,0.4574316406250006,13.985980987548828,-0.5884026885032654,-0.0022186997812241316,5.151970058679581,0.3844969794154167,0.004460744801690453,0.041015625,0.8824427433637935,0.05,19,161,0,2,2,0.212890625,0.220703125,0.21875,0.1962890625,0.0283203125,0.123046875
418,2934621,2934621,8295,1295,1024,0.4606542968750006,14.560333251953125,-0.3181912899017334,-0.001675882434938103,8.204427927732468,0.4821602199226618,0.004640122240743949,0.047607421875,0.8219684568127302,0.05,14,180,0,5,5,0.251953125,0.1826171875,0.25,0.17578125,0.0361328125,0.103515625
419,2935645,2935645,8299,1299,1024,0.4782324218750005,14.172857284545898,0.43794235587120056,-0.00016670511104166508,5.474004656076431,0.395927669480443,0.0022226146475077257,0.029541015625,0.8953644620911609,0.05,17,177,0,2,2,0.255859375,0.181640625,0.2470703125,0.166015625,0.0283203125,0.12109375
420,2935897,2935897,8300,1300,252,0.5378174603174609,16.6145076751709,0.44873958826065063,-0.0005586367096550582,7.725793719291687,0.4711298570036888,1.7106876767342127e-05,0.0,0.8145034282039162,0.05,4,32,0,1,1,0.29365079365079366,0.14682539682539683,0.27380952380952384,0.17063492063492064,0.011904761904761904,0.10317460317460317
421,2936921,2936921,8302,1302,1024,0.47715820312500057,15.247880935668945,0.4143131971359253,-0.0022819681325927377,3.2450104653835297,0.347018213942647,-0.0009179981698252959,0.022216796875,0.9050308722922962,0.05,16,146,1,0,0,0.220703125,0.2080078125,0.228515625,0.2021484375,0.025390625,0.115234375
422,2937945,2937945,8305,1305,1024,0.46827148437500055,15.395278930664062,0.09358137845993042,-0.0021043490269221365,3.5061786770820618,0.3916068207472563,0.0028864420473837527,0.021728515625,0.9026054156719939,0.05,7,113,0,0,0,0.2216796875,0.1982421875,0.2314453125,0.1962890625,0.0244140625,0.1279296875
423,2938969,2938969,8307,1307,1024,0.46260742187500065,15.322790145874023,-0.08094373345375061,-0.0033431458577979356,2.8764578253030777,0.3661770224571228,0.0014792654383199988,0.02685546875,0.9178865732321561,0.05,16,137,0,0,0,0.2314453125,0.224609375,0.2216796875,0.1904296875,0.0185546875,0.11328125
424,2939993,2939993,8310,1310,1024,0.4908789062500007,16.50368309020996,0.3595629334449768,-0.003759465762414038,4.348044902086258,0.44615980237722397,0.00232127482740907,0.01904296875,0.8688502998590283,0.05,14,136,0,1,1,0.2685546875,0.1728515625,0.259765625,0.162109375,0.029296875,0.107421875
425,2941017,2941017,8313,1313,1024,0.5248632812500006,16.322021484375,-0.30321747064590454,-0.0021498901187442243,4.415665626525879,0.45109520480036736,0.000701311062584864,0.0185546875,0.897891777444216,0.05,17,157,0,1,1,0.2353515625,0.2021484375,0.22265625,0.19921875,0.0283203125,0.1123046875
