update,total_steps,optimized_steps,training_round,stage_training_round,rollout_size,reward_mean,return_mean,advantage_mean,policy_loss,value_loss,entropy,approximate_kl,clip_fraction,explained_variance,entropy_coefficient,coins,crates,self_kills,action_up,action_right,action_down,action_left,action_wait,action_bomb
71,334876,334876,1177,177,1024,0.20250000000000024,2.6460490226745605,0.02592555060982704,-0.0014464213454630226,0.3413922730833292,0.18392079509794712,0.000986824423307553,0.01123046875,0.8937173244740255,0.02,48,122,0,0.076171875,0.3544921875,0.07421875,0.380859375,0.076171875,0.0380859375
72,335900,335900,1180,180,1024,0.2140234375000002,2.580579996109009,0.07371989637613297,-0.002556392166297883,0.28251560032367706,0.1839261781424284,0.0022995109502517153,0.01318359375,0.8657915029966766,0.02,66,166,0,0.1005859375,0.33203125,0.1083984375,0.3212890625,0.0908203125,0.046875
73,336924,336924,1182,182,1024,0.1587011718750002,2.1476054191589355,-0.0225308146327734,-0.005377706344006583,0.16606852458789945,0.1510538561269641,0.002778489848424215,0.01220703125,0.7794885059574438,0.02,36,87,0,0.0517578125,0.3779296875,0.0517578125,0.4111328125,0.078125,0.029296875
74,337948,337948,1185,185,1024,0.151962890625,1.744449496269226,0.13301783800125122,-0.0011597957054618746,0.22864469699561596,0.15481703216210008,0.00023211453299154527,0.008056640625,0.821911493914817,0.02,51,116,0,0.0615234375,0.4013671875,0.0595703125,0.39453125,0.0556640625,0.02734375
75,338972,338972,1187,187,1024,0.22129882812500015,2.335367202758789,0.10518597066402435,-0.0014861537492834032,0.42390461079776287,0.23739836644381285,0.00084572313062381,0.02099609375,0.7638980040116666,0.02,94,221,0,0.0966796875,0.2861328125,0.1220703125,0.2939453125,0.13671875,0.064453125
76,339996,339996,1190,190,1024,0.18404296875000026,2.6193902492523193,0.011516008526086807,-0.0022991911973804235,0.1979757947847247,0.17901122476905584,0.0018402463319944218,0.01123046875,0.9049334699071201,0.02,35,91,0,0.048828125,0.3896484375,0.056640625,0.384765625,0.08984375,0.0302734375
77,341020,341020,1192,192,1024,0.16783203125000018,2.009772777557373,-0.11887951195240021,-0.001295358408242464,0.3031104300171137,0.15857325680553913,0.0004675035634136293,0.002197265625,0.7564678453667238,0.02,50,119,0,0.064453125,0.3818359375,0.076171875,0.3740234375,0.0703125,0.033203125
78,342044,342044,1195,195,1024,0.16861328125000016,2.1824076175689697,-0.05825236812233925,-0.0027576754218898714,0.20444747619330883,0.20860387478023767,0.001962385178558179,0.011474609375,0.8541265968528094,0.02,43,123,0,0.0654296875,0.3447265625,0.0830078125,0.353515625,0.1142578125,0.0390625
79,343068,343068,1197,197,1024,0.14703125000000022,2.1223459243774414,0.06774918735027313,-0.0021102236350998282,0.13604798167943954,0.15301296021789312,0.003185887249856023,0.013916015625,0.8198204679747039,0.02,30,78,0,0.0439453125,0.3974609375,0.0478515625,0.3916015625,0.091796875,0.02734375
80,343877,343877,1200,200,809,0.1853646477132264,2.1323506832122803,0.02496354840695858,-0.004526537726633251,0.3634923044592142,0.20843567792326212,0.0003624345627031289,0.007627905812114477,0.7648994794436499,0.02,45,108,0,0.08281829419035847,0.34981458590852904,0.08529048207663782,0.37082818294190356,0.07416563658838071,0.037082818294190356
81,344901,344901,1202,202,1024,0.20303710937500039,3.0335042476654053,0.013077005743980408,-0.00208941160235554,0.2502288222312927,0.11944366293027997,0.0017428856622245803,0.00537109375,0.8811994373673845,0.02,38,108,0,0.056640625,0.3798828125,0.0625,0.4033203125,0.06640625,0.03125
82,345925,345925,1205,205,1024,0.16387695312500017,2.3048269748687744,0.03605596348643303,-0.00263206590898335,0.17497889138758183,0.170997591689229,0.0019014691351912916,0.013671875,0.8847457093370552,0.02,37,103,0,0.0576171875,0.3701171875,0.068359375,0.390625,0.08203125,0.03125
83,346949,346949,1207,207,1024,0.16368164062500018,2.042207717895508,-0.07104188948869705,-0.0019454166176728904,0.2162705147638917,0.15736590139567852,2.1048348571639508e-05,0.0029296875,0.7869821418051383,0.02,42,125,0,0.0693359375,0.3798828125,0.0673828125,0.3720703125,0.078125,0.033203125
84,347973,347973,1210,210,1024,0.2399511718750004,3.796079397201538,0.0175003744661808,-0.003676872991491109,0.12861879542469978,0.18249365780502558,0.002243897662992822,0.01123046875,0.9779243488482519,0.02,33,103,0,0.052734375,0.37109375,0.046875,0.3876953125,0.1103515625,0.03125
85,348997,348997,1212,212,1024,0.1725195312500002,2.039447784423828,-0.00465364009141922,-0.0024873368674889207,0.1875964254140854,0.12468863511458039,0.0012300009839236736,0.009765625,0.7875980804695631,0.02,48,132,0,0.0703125,0.37109375,0.07421875,0.3896484375,0.0625,0.0322265625
86,350021,350021,1215,215,1024,0.1769140625000001,2.0695364475250244,0.16751374304294586,-0.0016945271054282784,0.25302306469529867,0.1647295020520687,0.00116333092955756,0.008544921875,0.8272794768867053,0.02,58,145,0,0.0556640625,0.359375,0.0986328125,0.3671875,0.0810546875,0.0380859375
