update,total_steps,optimized_steps,training_round,stage_training_round,rollout_size,reward_mean,return_mean,advantage_mean,policy_loss,value_loss,entropy,approximate_kl,clip_fraction,explained_variance,coins,crates,self_kills,action_up,action_right,action_down,action_left,action_wait,action_bomb
63,61013,61013,220,220,1024,0.22764648437500007,-0.0427313894033432,0.22739292681217194,-0.001959092711331323,0.5236642528325319,0.29569503106176853,0.0012227949919179082,0.015625,0.5366259861729485,239,0,0,0.3505859375,0.1279296875,0.35546875,0.1416015625,0.0224609375,0.001953125
64,61909,61909,225,225,896,0.2488727678571429,0.00042108126217499375,0.06356381624937057,0.004371922463178635,0.564811822026968,0.3521217443048954,-0.0004606606817105785,0.001220703125,0.4695499985475793,227,0,0,0.33370535714285715,0.12723214285714285,0.35714285714285715,0.15290178571428573,0.025669642857142856,0.0033482142857142855
65,62933,62933,229,229,1024,0.23365234375000007,0.05587466433644295,0.018885672092437744,-0.002302534820046276,0.421299846842885,0.36329058557748795,2.8740614652633667e-05,0.01416015625,0.5462371204689269,245,0,0,0.3486328125,0.1611328125,0.3515625,0.119140625,0.015625,0.00390625
66,63957,63957,234,234,1024,0.22300781250000004,-0.05339115113019943,-0.024685263633728027,-0.001809538691304624,0.44487806409597397,0.3636072017252445,-9.238460916094482e-05,0.004638671875,0.5802302569935289,234,0,0,0.3564453125,0.1083984375,0.349609375,0.162109375,0.021484375,0.001953125
67,64981,64981,240,240,1024,0.28770507812500007,0.10301880538463593,-0.009312905371189117,-0.000744478777050972,0.4773968458175659,0.3014891389757395,0.0006002593727316707,0.0009765625,0.5265153601678707,299,0,0,0.3232421875,0.17578125,0.326171875,0.16015625,0.0126953125,0.001953125
68,66005,66005,244,244,1024,0.15323242187500005,-0.25947773456573486,-0.007501184940338135,-0.000759703922085464,0.36096397787332535,0.37789448350667953,0.0014900154492352158,0.05810546875,0.3855381515091424,163,0,0,0.390625,0.0947265625,0.390625,0.111328125,0.0107421875,0.001953125
69,67029,67029,247,247,1024,0.16680664062500006,0.05185762420296669,0.376076340675354,-0.0020926292054355145,0.49869014136493206,0.37973797135055065,0.0030075758695602417,0.098388671875,0.5667139969808053,178,0,0,0.3857421875,0.1015625,0.400390625,0.095703125,0.0146484375,0.001953125
70,67600,67600,250,250,571,0.17537653239929948,0.046065911650657654,0.019540773704648018,0.006712022703140974,0.3768364538749059,0.23900548989574114,-0.00048578931697799516,0.00315037959565719,0.611880380396031,103,0,0,0.38704028021015763,0.1190893169877408,0.36777583187390545,0.09632224168126094,0.02626970227670753,0.0035026269702276708
71,68624,68624,255,255,1024,0.28316406250000004,-0.04046770557761192,-0.5357906818389893,-0.0015843793516978621,0.7490496970713139,0.3099691215902567,0.0005777469050372019,0.01416015625,0.47524682211316427,295,0,0,0.328125,0.1640625,0.326171875,0.1630859375,0.015625,0.0029296875
72,69648,69648,259,259,1024,0.19361328125000005,-0.268608033657074,0.2020294964313507,-0.0015864596352912486,0.42682742327451706,0.34755509346723557,0.0020819755154661834,0.040283203125,0.6171548511190557,204,0,0,0.357421875,0.1103515625,0.3779296875,0.1259765625,0.0234375,0.0048828125
